,longitude,latitude
1069,-0.20309,51.54292
1070,-0.09123,51.48018
1071,0.17102,51.56592
1072,-0.13601,51.50761
1073,-0.13787,51.50785
1074,-0.08319,51.55089
1075,-0.39881,51.5552
1076,-0.12444,51.51371
1077,-0.19663,51.51747
1078,-0.07937,51.52556
1079,-0.18271,51.53459
1080,-0.07896,51.52743
1081,-0.07729,51.52586
1082,-0.07718,51.52622
1083,-0.20268,51.46975
1084,0.07575,51.50633
1085,-0.19958,51.53991
1086,-0.00741,51.56328
1087,-0.082074,51.382702
1088,-0.12171,51.5346
1089,-0.07254,51.52537
1090,-0.18481,51.48301
1091,-0.12667,51.50858
1092,-0.13973,51.52004
1093,-0.21101,51.49791
1094,-0.07487,51.51732
1095,-0.1471,51.50598
1096,-0.1629890066348727,51.49093501396328
1097,-0.14762,51.50589
1098,-0.14624,51.50774
1099,-0.182,51.47367
1100,-0.16869,51.51951
1101,-0.1381,51.50895
1102,-0.19651,51.49256
1103,-0.18797,51.4942
1104,-0.32437,51.46193
1105,-0.10815,51.5665
1106,-0.07754,51.52673
1107,-0.14122,51.51237
1108,-0.0572,51.50428
1109,-0.16375,51.49623
1110,-0.12406,51.48561
1111,0.15262,51.45997
1112,-0.15089,51.54893
1113,0.0174,51.50529
1114,-0.0743,51.52419
1115,-0.07461,51.52243
1116,-0.07333,51.52382
1117,-0.42786,51.46216
1118,-0.428,51.46187
1119,-0.42852,51.46028
1120,-0.10801,51.55285
1121,-0.069,51.50953
1122,-0.09842,51.49269
1123,-0.1257,51.515
1124,-0.20921,51.55937
1125,0.02863,51.50917
1126,-0.11114,51.52354
1127,-0.19335,51.5148
1128,-0.07431,51.52433
1129,-0.07431,51.52433
1130,-0.18188,51.51098
1131,0.01205,51.49596
1132,-0.15719,51.51191
1133,-0.14147,51.52809
1134,0.01651,51.57229
1135,0.01938,51.52688
1136,-0.20253,51.54132
1137,-0.1151,51.5296
1138,-0.2152642563521509,51.55294124239148
1139,0.0227479398081281,51.48417576893937
1140,-0.16696,51.49443
1141,-0.13067,51.51568
1142,0.01885,51.50741
1143,0.1263863749449728,51.49308885218812
1144,-0.16607,51.4937
1145,-0.13221,51.5156
1146,0.07131,51.56305
1147,-0.02663,51.47914
1148,-0.125695,51.514999
1149,0.04397,51.57642
1150,-0.16543,51.47692
1151,-0.13801,51.52434
1152,-0.1318,51.51327
1153,-0.11913,51.49181
1154,0.03008,51.51088
1155,-0.13232,51.51436
1156,-0.13185,51.51385
1157,-0.1305,51.51548
1158,-0.07796,51.52311
1159,-0.06249,51.4913
1160,-0.09892,51.5081
1161,-0.07526,51.51939
1162,-0.2059,51.5117
1163,-0.29153,51.48792
1164,-0.20119,51.535149
1165,-0.10319,51.53383
1166,-0.0189,51.49942
1167,-0.18661,51.49561
1168,0.03395,51.50146
1169,-0.12506,51.48407
1170,-0.08064,51.51914
1171,-0.08045,51.51928
1172,-0.06591,51.64573
1173,-0.17268,51.49746
1174,-0.16441,51.46564
1175,-0.32209,51.57854
1176,-0.075613,51.545769
1177,-0.0805,51.64845
1178,-0.14347,51.50621
1179,-0.0771611433952857,51.51742675419056
1180,-0.11322,51.48311
1181,-0.27778,51.52066
1182,-0.18876,51.49513
1183,-0.13934,51.52452
1184,-0.32045,51.57816
1185,-0.3186,51.57841
1186,-0.31841,51.58031
1187,-0.18818,51.47135
1188,-0.01875,51.49702
1189,-0.12017,51.51057
1190,-0.07557,51.54573
1191,-0.13637,51.54125
1192,-0.12401,51.50921
1193,-0.18785,51.50234
1194,-0.136,51.57224
1195,-0.10923,51.51675
1196,-0.18625,51.51183
1197,-0.20936,51.56099
1198,-0.10923,51.51675
1199,-0.10923,51.51675
1200,-0.10923,51.51675
1201,-0.10923,51.51675
1202,-0.10923,51.51675
1203,-0.20617,51.54823
1204,-0.00584,51.55929
1205,-0.12863,51.51383
1206,-0.39943,51.55396
1207,-0.18878,51.49607
1208,0.00296,51.55105
1209,-0.19695,51.47813
1210,-0.14517,51.48857
1211,-0.1257,51.515
1212,0.0141,51.49429
1213,-0.13753,51.52422
1214,-0.17421,51.49592
1215,-0.17421,51.49623
1216,-0.17255,51.49557
1217,-0.18037,51.48009
1218,-0.15142,51.51433
1219,-0.29927,51.49024
1220,-0.19587,51.51126
1221,-0.13559,51.51087
1222,-0.07463,51.52385
1223,-0.07247,51.52404
1224,-0.07254,51.52373
1225,-0.03864,51.64418
1226,-0.1849325488357037,51.47271165277568
1227,-0.42313,51.48169
1228,0.22854,51.59765
1229,-0.13156,51.51219
1230,-0.13261,51.51035
1231,-0.17301,51.48326
1232,-0.11039,51.52076
1233,-0.18701,51.49428
1234,-0.18486,51.49305
1235,0.04627,51.5923
1236,-0.18532,51.49294
1237,-0.18668,51.49445
1238,-0.18485,51.49318
1239,-0.18497,51.49335
1240,-0.18504,51.49281
1241,-0.1864,51.49302
1242,-0.18474,51.49323
1243,-0.18498,51.51392
1244,-0.11065,51.52317
1245,-0.10989,51.52357
1246,-0.11,51.5232
1247,-0.10837,51.52326
1248,-0.18655,51.49628
1249,-0.09851,51.58059
1250,0.00214,51.48314
1251,0.17027,51.56611
1252,0.17014,51.56784
1253,-0.14124,51.59202
1254,-0.16729,51.46256
1255,-0.22617,51.5622
1256,-0.12542,51.55146
1257,-0.2196,51.61122
1258,-0.00948,51.50852
1259,-0.16137,51.49914
1260,-0.16494,51.63846
1261,-0.21818,51.51226
1262,-0.00152,51.51096
1263,-0.15012,51.5179
1264,-0.14296,51.51403
1265,-0.14971,51.51188
1266,0.00887,51.55186
1267,-0.1387,51.49126
1268,-0.13302,51.51013
1269,-0.1136,51.5208
1270,-0.14015,51.5275
1271,-0.09697,51.54036
1272,-0.26745,51.49562
1273,-0.22513,51.50748
1274,-0.19137,51.51671
1275,-0.0937156,51.45367760000001
1276,-0.11623,51.46286
1277,-0.1883,51.5145
1278,-0.15225,51.49157
1279,-0.15395,51.49194
1280,-0.1947,51.50592
1281,-0.1524,51.49057
1282,-0.1791,51.51486
1283,-0.0185,51.47358
1284,-0.48695,51.54316
1285,-0.15746,51.52401
1286,-0.16163,51.52125
1287,-0.10284,51.49047
1288,-0.04004,51.54741
1289,-0.13171,51.51319
1290,-0.12401,51.51262
1291,-0.12393,51.51446
1292,-0.11928,51.52384
1293,-0.12252,51.51436
1294,-0.11958,51.5237
1295,-0.11782,51.52159
1296,-0.12006,51.52348
1297,-0.11829,51.52176
1298,-0.12005,51.523
1299,-0.06998,51.45198
1300,-0.30101,51.48649
1301,-0.13797,51.56151
1302,-0.20401,51.5387
1303,-0.15527,51.52003
1304,-0.12979,51.51317
1305,-0.17905,51.4906
1306,-0.14339,51.59131
1307,-0.17323,51.49888
1308,-0.19689,51.49602
1309,-0.19469,51.49559
1310,-0.12956,51.51239
1311,-0.1922,51.49339
1312,-0.1916,51.49391
1313,-0.24608,51.58419
1314,-0.19134,51.4936
1315,-0.19127,51.49349
1316,-0.06169,51.51641
1317,-0.29117,51.48864
1318,-0.05836,51.52787
1319,-0.17923,51.49068
1320,-0.10253,51.37123
1321,-0.0689,51.49231
1322,-0.20201,51.48006
1323,-0.16534,51.4732
1324,-0.17384,51.5138
1325,-0.18226,51.48118
1326,-0.16041,51.52609
1327,-0.08769,51.52606
1328,-0.12706,51.5259
1329,0.06736,51.48433
1330,-0.1943,51.55155
1331,-0.2101,51.49768
1332,0.06657,51.49137
1333,-0.05739,51.51133
1334,-0.47501,51.48079
1335,-0.2016,51.48091
1336,0.0120215299280349,51.495981529709226
1337,0.0135443268053262,51.49575311460161
1338,-0.11707,51.56989
1339,-0.07485,51.51857
1340,0.12,51.49088
1341,-0.07557,51.54573
1342,-0.16377,51.4917
1343,-0.0914697895856209,51.54545192769704
1344,-0.11618,51.56938
1345,-0.14279,51.54056
1346,-0.20621,51.56778
1347,-0.30629,51.50908
1348,-0.30286,51.50062
1349,-0.13862,51.53575
1350,-0.18835,51.49449
1351,-0.1386969834566116,51.53623580932617
1352,-0.13942,51.53745
1353,-0.1368,51.53549
1354,-0.12628,51.52506
1355,-0.069161,51.51511
1356,-0.068772,51.515099
1357,-0.069161,51.51511
1358,-0.068772,51.515099
1359,-0.068772,51.515099
1360,-0.068772,51.515099
1361,-0.1514,51.5489
1362,-0.12713,51.52594
1363,-0.16865,51.49196
1364,-0.08237,51.65027
1365,-0.141,51.50863
1366,-0.00381,51.51339
1367,0.10303,51.50135
1368,-0.14344,51.51416
1369,-0.17517,51.516
1370,-0.18732,51.51369
1371,-0.07474,51.51715
1372,-0.02251,51.671
1373,-0.2106,51.48979
1374,-0.21382,51.55888
1375,-0.1071,51.55447
1376,0.19872,51.4735
1377,-0.17876,51.42133
1378,-0.1129,51.51688
1379,-0.11195,51.51918
1380,-0.20391,51.56286
1381,-0.11996,51.52996
1382,-0.14072,51.51931
1383,-0.12679,51.5257
1384,-0.20701,51.51274
1385,-0.20851,51.56054
1386,-0.07649,51.51748
1387,-0.11732,51.52781
1388,-0.07684,51.51749
1389,-0.20833,51.49787
1390,-0.16278,51.52289
1391,-0.17928,51.55566
1392,-0.11364,51.49094
1393,-0.17692,51.55655
1394,-0.17899,51.55666
1395,-0.17742,51.55677
1396,-0.1791,51.5564
1397,-0.17921,51.55482
1398,-0.1059673538736525,51.49588415240873
1399,-0.03285,51.60069
1400,-0.24603,51.58537
1401,-0.18835,51.49433
1402,-0.08374,51.50039
1403,-0.16589,51.49304
1404,-0.16431,51.49274
1405,-0.175,51.52022
1406,-0.16431,51.46332
1407,-0.14232,51.52005
1408,-0.06089,51.49174
1409,0.0214,51.5118
1410,-0.13804,51.52037
1411,-0.18549,51.49374
1412,-0.18511,51.48305
1413,-0.11236,51.51684
1414,-0.16443,51.64176
1415,-0.20577,51.53206
1416,-0.13895,51.53448
1417,-0.13743,51.53434
1418,-0.1389,51.53555
1419,-0.13702,51.53442
1420,-0.13858,51.53625
1421,-0.12839,51.52406
1422,-0.17843,51.51136
1423,-0.15435,51.5445
1424,-0.08156,51.53024
1425,-0.20851,51.56054
1426,0.14801,51.55351
1427,-0.08566,51.46331
1428,-0.18922,51.49435
1429,-0.1636,51.47531
1430,-0.1978874815654449,51.48122832075946
1431,-0.16917,51.51801
1432,-0.19073,51.49362
1433,-0.07615,51.52969
1434,-0.21617,51.50242
1435,-0.05834,51.56125
1436,-0.09071,51.52807
1437,-0.20851,51.56054
1438,-0.23414,51.59002
1439,-0.07915,51.52598
1440,-0.07938,51.52489
1441,-0.07906,51.52662
1442,-0.08057,51.52447
1443,-0.12699,51.52591
1444,-0.19146,51.52793
1445,-0.15047,51.5188
1446,-0.158596,51.524052
1447,-0.158596,51.524052
1448,-0.0794,51.52428
1449,-0.14173,51.51821
1450,-0.20606,51.54465
1451,-0.15668,51.51309
1452,-0.16593,51.49097
1453,-0.1583,51.51147
1454,-0.16274,51.51226
1455,-0.19235,51.51529
1456,-0.05155,51.43844
1457,-0.18114,51.51105
1458,-0.08117,51.5246
1459,-0.16389,51.49104
1460,-0.12852,51.4698
1461,-0.1618,51.49269
1462,-0.16528,51.47332
1463,-0.0628101262647592,51.55659837660133
1464,-0.41145,51.59687
1465,-0.07938,51.52442
1466,-0.16128,51.49072
1467,-0.16267,51.49257
1468,-0.12554,51.51236
1469,-0.1613,51.49227
1470,-0.1615,51.49257
1471,-0.16128,51.49094
1472,-0.18118,51.49055
1473,-0.18819,51.49465
1474,-0.10801,51.55285
1475,-0.079,51.52653
1476,-0.08115,51.52453
1477,-0.08113,51.52442
1478,-0.08126,51.52605
1479,-0.07912,51.52493
1480,-0.08128,51.52485
1481,-0.07905,51.52653
1482,-0.07963,51.52629
1483,-0.19085,51.490597
1484,-0.41164,51.59758
1485,-0.19082,51.49066
1486,-0.02449,51.49959
1487,-0.02657,51.49991
1488,-0.19082,51.49066
1489,-0.19082,51.49066
1490,-0.19082,51.49066
1491,-0.02624,51.49957
1492,-0.02432,51.50004
1493,-0.02646,51.50108
1494,-0.19082,51.49066
1495,-0.19082,51.49066
1496,-0.05225,51.51219
1497,-0.18201,51.48772
1498,-0.16417,51.51685
1499,-0.34555,51.47868
1500,0.03075,51.49164
1501,-0.19969,51.49604
1502,-0.19082,51.49066
1503,-0.40959,51.59715
1504,-0.16526,51.49296
1505,0.00725,51.511
1506,-0.09511,51.51131
1507,-0.09707,51.51166
1508,-0.0952,51.51118
1509,-0.09495,51.51099
1510,-0.30161,51.48526
1511,0.08907,51.57021
1512,-0.1401,51.49599
1513,-0.10193,51.46676
1514,-0.18132,51.51398
1515,-0.08991,51.53982
1516,-0.19123,51.49301
1517,-0.06851,51.51494
1518,-0.19205,51.49399
1519,-0.18985,51.49444
1520,-0.1917,51.49343
1521,-0.19062,51.49324
1522,-0.1816,51.51375
1523,-0.23547,51.56034
1524,-0.16092,51.52002
1525,-0.16588,51.52154
1526,-0.1724,51.49887
1527,-0.1224734676394506,51.51865602995202
1528,-0.03069,51.54624
1529,-0.14542,51.52858
1530,-0.15394,51.54421
1531,-0.13823,51.4638
1532,-0.1454526864754677,51.51966752086773
1533,-0.1265,51.48592
1534,-0.14992,51.51735
1535,-0.20188,51.49467
1536,-0.26191,51.46933
1537,-0.1391,51.52058
1538,0.22793,51.60048
1539,-0.07464,51.52243
1540,0.23376,51.59262
1541,-0.07305,51.56046
1542,-0.10382,51.53111
1543,-0.10382,51.53111
1544,-0.12734,51.48275
1545,-0.10382,51.53111
1546,-0.10382,51.53111
1547,-0.0706,51.52297
1548,-0.13229,51.51501
1549,-0.10936,51.48348
1550,-0.12372,51.48543
1551,0.04404,51.57828
1552,-0.16468,51.64139
1553,-0.10699,51.50413
1554,0.04454,51.57851
1555,0.04627,51.57656
1556,-0.07219,51.52466
1557,0.046333333424294,51.57699382508443
1558,-0.24032,51.50203
1559,-0.19343,51.51125
1560,-0.21108,51.46388
1561,-0.19183,51.54679
1562,-0.13592,51.54105
1563,-0.13819,51.54284
1564,-0.11378,51.48119
1565,-0.30257,51.46491
1566,-0.03664,51.47212
1567,-0.09959,51.49501
1568,0.00099,51.54632
1569,-0.13877,51.51902
1570,-0.1959,51.51676
1571,-0.18341,51.48255
1572,-0.16254,51.64018
1573,-0.08005,51.49796
1574,-0.07846,51.49866
1575,-0.07896,51.5001
1576,-0.0785,51.4984
1577,-0.20125,51.54615
1578,-0.07832,51.49954
1579,-0.11537,51.50602
1580,-0.07892,51.50026
1581,-0.08055,51.4985
1582,-0.20099,51.54694
1583,-0.20134,51.54503
1584,-0.20312,51.54518
1585,-0.22946,51.49391
1586,-0.22767,51.49412
1587,-0.16695,51.42582
1588,-0.2296,51.4954
1589,-0.22955,51.49527
1590,-0.22956,51.49563
1591,0.0033,51.41908
1592,-0.22941,51.49528
1593,-0.22896,51.49373
1594,-0.183596,51.521042
1595,-0.10667,51.39274
1596,-0.02523,51.54503
1597,-0.07087,51.52301
1598,-0.16469,51.52236
1599,-0.11002,51.53017
1600,-0.15337,51.54787
1601,-0.01874,51.50209
1602,0.22017,51.56771
1603,0.21842,51.56618
1604,-0.16738,51.51805
1605,-0.1482,51.51818
1606,-0.14828,51.51627
1607,-0.09579,51.36981
1608,-0.14811,51.51606
1609,-0.16735,51.51771
1610,-0.19126,51.49384
1611,-0.09683,51.36795
1612,-0.1893,51.49348
1613,-0.18931,51.4936
1614,-0.17415,51.49882
1615,-0.0936580002307891,51.57553863525391
1616,-0.09303,51.57482
1617,-0.09246,51.57522
1618,-0.17365,51.49298
1619,-0.20297,51.51573
1620,-0.1971,51.51358
1621,-0.1971,51.51358
1622,-0.18568,51.49977
1623,-0.2043,51.49795
1624,-0.14228,51.48898
1625,-0.1254,51.52743
1626,-0.16605,51.42562
1627,-0.14949,51.50649
1628,-0.14893,51.50645
1629,-0.13872,51.52012
1630,-0.14773,51.50809
1631,-0.14905,51.5079
1632,-0.1548,51.51958
1633,-0.16665,51.49558
1634,-0.14632,51.50652
1635,-0.13856,51.52263
1636,-0.12509,51.50781
1637,-0.07923,51.52753
1638,0.05281,51.48848
1639,-0.12391,51.50914
1640,-0.16643,51.5232
1641,-0.12397,51.50755
1642,-0.12818,51.38501
1643,-0.17509,51.51608
1644,-0.07542,51.54282
1645,0.08381,51.57126
1646,-0.01213,51.5497
1647,-0.30053,51.55535
1648,-0.13472,51.48972
1649,-0.46332,51.51842
1650,-0.07415,51.55061
1651,-0.07553,51.54908
1652,-0.19817,51.5121
1653,-0.0761,51.55106
1654,-0.07506,51.55013
1655,-0.16145,51.49229
1656,-0.17028,51.46091
1657,-0.12836,51.51343
1658,-0.07214,51.52502
1659,-0.12866,51.51571
1660,-0.00064,51.54609
1661,-0.29426,51.48838
1662,-0.1081057013891436,51.56694766102319
1663,-0.06872,51.51582
1664,0.01065,51.51327
1665,0.01269,51.51427
1666,0.08257,51.57318
1667,0.08389,51.57312
1668,-0.35223,51.47055
1669,-0.13448,51.51634
1670,-0.19691,51.49279
1671,-0.23304,51.51395
1672,-0.1794,51.51512
1673,-0.1333202265365399,51.518112007980726
1674,0.08383,51.5732
1675,-0.35223,51.47199
1676,-0.0753303606955545,51.517973617760575
1677,-0.3521,51.47199
1678,0.0824,51.57158
1679,0.07737,51.56175
1680,-0.1385,51.48562
1681,-0.0786758191574067,51.49483234111687
1682,-0.07271,51.53041
1683,-0.14462,51.49085
1684,-0.16677,51.51752
1685,-0.07727,51.52585
1686,-0.34689,51.47674
1687,-0.09529,51.54081
1688,-0.07942,51.52767
1689,-0.1278,51.51365
1690,-0.41013,51.59562
1691,-0.15649,51.51678
1692,-0.18877,51.50075
1693,-0.08943,51.50619
1694,-0.12517,51.51312
1695,-0.1466,51.57516
1696,-0.02018,51.52293
1697,-0.27489,51.60159
1698,-0.13055,51.51125
1699,-0.20679,51.53174
1700,-0.06523,51.46539
1701,-0.19507,51.52128
1702,-0.1736,51.48396
1703,-0.00852,51.55837
1704,-0.21501,51.50059
1705,-0.00732,51.54633
1706,-0.16386,51.49305
1707,-0.16533,51.49294
1708,-0.18107,51.51353
1709,-0.07588,51.55767
1710,-0.18651,51.51645
1711,-0.13553,51.51259
1712,-0.09212,51.49298
1713,-0.22382,51.52034
1714,-0.07765,51.5252
1715,-0.10817,51.52096
1716,0.12564,51.51003
1717,0.06262,51.48231
1718,-0.34952,51.47356
1719,-0.08126,51.38285
1720,0.14487,51.48196
1721,-0.40119,51.55769
1722,-0.15522,51.49151
1723,-0.11513,51.52274
1724,-0.40038,51.55752
1725,-0.05649,51.51408
1726,-0.18024,51.5132
1727,-0.39972,51.55749
1728,-0.40106,51.55688
1729,-0.1128,51.52085
1730,-0.10933,51.50244
1731,-0.20369,51.51549
1732,-0.18187,51.51553
1733,-0.11519,51.52253
1734,-0.16754,51.49609
1735,-0.12447,51.51365
1736,-0.08066,51.52641
1737,-0.11517,51.52103
1738,-0.13002,51.48338
1739,-0.03267,51.67137
1740,-0.11354,51.52076
1741,-0.11619,51.53993
1742,-0.43839,51.48444
1743,-0.07778,51.52553
1744,-0.0711,51.51791
1745,-0.07065,51.51786
1746,-0.13175,51.52215
1747,-0.0742,51.5226
1748,-0.17091,51.46072
1749,-0.19559,51.49323
1750,-0.13262,51.52216
1751,-0.01787,51.49734
1752,-0.07412,51.54931
1753,-0.11479,51.5207
1754,-0.11537,51.52311
1755,-0.20478,51.51909
1756,-0.10863,51.5523
1757,-0.21013,51.53459
1758,-0.12225,51.51032
1759,-0.12336,51.51179
1760,-0.09105,51.50004
1761,-0.1026,51.50566
1762,0.02013,51.50684
1763,-0.21077,51.52144
1764,0.09789,51.48676
1765,-0.1131,51.52256
1766,-0.07679,51.52575
1767,-0.00999,51.51462
1768,-0.1343359267920729,51.4884829934378
1769,-0.075284,51.510468
1770,-0.075284,51.510468
1771,-0.075284,51.510468
1772,-0.18506,51.48474
1773,0.02187,51.50846
1774,-0.12971,51.51292
1775,-0.075284,51.510468
1776,-0.07049,51.51342
1777,-0.08397,51.52911
1778,-0.02199,51.44321
1779,-0.0745,51.54902
1780,-0.11269,51.38205
1781,-0.075284,51.510468
1782,-0.1338,51.53251
1783,-0.13168,51.5199
1784,-0.075284,51.510468
1785,-0.13226,51.52183
1786,-0.13102,51.52167
1787,-0.09593,51.52113
1788,-0.13626,51.50929
1789,-0.07891,51.52579
1790,-0.11552,51.53731
1791,-0.07528,51.51047
1792,-0.07528,51.51047
1793,-0.14369,51.49849
1794,-0.14514,51.49671
1795,-0.01296,51.54849
1796,-0.14555,51.49648
1797,-0.0064,51.50436
1798,-0.08133,51.52678
1799,-0.08073,51.52671
1800,-0.08084,51.52452
1801,-0.07928,51.52505
1802,-0.068772,51.515099
1803,-0.08101,51.52647
1804,-0.068772,51.515099
1805,-0.12707,51.50878
1806,-0.14369,51.49116
1807,-0.068772,51.515099
1808,-0.02187,51.51782
1809,-0.0758,51.55079
1810,-0.07569,51.55083
1811,-0.05344,51.51412
1812,-0.01803,51.5001
1813,-0.17758,51.48281
1814,-0.12573,51.51111
1815,-0.13688,51.51785
1816,-0.11725,51.52825
1817,-0.11673,51.5302
1818,-0.12717,51.5107
1819,-0.12778,51.51223
1820,-0.171633,51.461269
1821,-0.12603,51.51263
1822,-0.081268,51.382851
1823,-0.12728,51.51042
1824,-0.075284,51.510468
1825,-0.21825,51.47791
1826,-0.23606,51.46347
1827,-0.08561,51.54994
1828,-0.32042,51.51288
1829,-0.25311,51.52301
1830,-0.39964,51.55766
1831,-0.08089,51.54238
1832,-0.18378,51.48996
1833,-0.18315,51.51685
1834,-0.07972,51.55215
1835,-0.11577,51.52476
1836,-0.16749,51.49454
1837,-0.24561,51.5973
1838,-0.13557,51.51937
1839,-0.13598,51.51804
1840,-0.41342,51.48071
1841,-0.1122279753384462,51.5317481997164
1842,-0.075284,51.510468
1843,-0.14656,51.515
1844,-0.0754071652394743,51.51585747219509
1845,-0.08372,51.51117
1846,-0.16361,51.51765
1847,-0.41295,51.47863
1848,0.086303,51.496117
1849,-0.41223,51.48093
1850,-0.41145,51.47953
1851,-0.41145,51.47883
1852,-0.41135,51.48062
1853,-0.41125,51.48036
1854,-0.41245,51.47979
1855,-0.04359,51.47251
1856,-0.15268,51.49531
1857,-0.47701,51.51372
1858,-0.075284,51.510468
1859,-0.17896,51.47932
1860,-0.14329,51.53458
1861,-0.0768962117318539,51.51736954512516
1862,-0.18977,51.49328
1863,0.10118,51.45091
1864,-0.07528,51.51047
1865,-0.17226,51.46233
1866,-0.16476,51.52189
1867,-0.18441,51.48526
1868,-0.47242,51.48094
1869,-0.17028,51.46131
1870,-0.16416,51.49091
1871,0.07376,51.49545
1872,-0.23529,51.58049
1873,-0.30064,51.40115
1874,-0.17719,51.49398
1875,-0.19542,51.52408
1876,0.09469,51.47756
1877,-0.15919,51.46366
1878,-0.13355,51.51267
1879,-0.16651,51.52207
1880,-0.17841,51.52805
1881,-0.0841,51.52669
1882,-0.17629,51.5446
1883,-0.12345,51.54507
1884,-0.10729,51.49864
1885,-0.12394,51.54487
1886,0.18952,51.45589
1887,-0.19711,51.52353
1888,-0.29196,51.58685
1889,-0.33779,51.52819
1890,-0.07665,51.52409
1891,-0.08343,51.38189
1892,-0.11334,51.50067
1893,-0.29228,51.48916
1894,-0.0752977570363766,51.51601610216905
1895,-0.12238,51.54303
1896,-0.30547,51.40058
1897,-0.15639,51.49296
1898,-0.17643,51.51574
1899,-0.13337,51.53248
1900,-0.16258,51.54223
1901,0.06493,51.49243
1902,-0.18311,51.48305
1903,-0.13502,51.53237
1904,-0.14062,51.56868
1905,-0.17123,51.46022
1906,-0.14067,51.52265
1907,-0.07035,51.52357
1908,-0.18816,51.53231
1909,-0.19047,51.53256
1910,-0.01917,51.49873
1911,-0.13831,51.51902
1912,-0.06705,51.52403
1913,-0.11283,51.48659
1914,0.17969,51.45086
1915,-0.1877,51.51913
1916,-0.2346,51.60266
1917,-0.16188,51.49789
1918,-0.20241,51.46962
1919,-0.15751,51.50205
1920,-0.12368,51.40721
1921,-0.12267,51.4055
1922,-0.14361,51.52275
1923,-0.13489,51.51693
1924,-0.16502,51.5189
1925,-0.08127,51.38285
1926,-0.17038,51.46055
1927,-0.123147,51.510532
1928,-0.075284,51.510468
1929,-0.075284,51.510468
1930,-0.00027,51.5983
1931,-0.16208,51.49677
1932,-0.075284,51.510468
1933,-0.18032,51.50044
1934,-0.075284,51.510468
1935,-0.1213,51.53049
1936,-0.11925,51.53204
1937,-0.11973,51.53184
1938,-0.12064,51.53199
1939,-0.20584,51.48962
1940,-0.12126,51.53135
1941,-0.18058,51.5
1942,-0.07077,51.52154
1943,-0.18192,51.50022
1944,-0.18277,51.50179
1945,-0.123812,51.513
1946,-0.23491,51.60191
1947,-0.081779,51.382706
1948,-0.23636,51.60141
1949,-0.075284,51.510468
1950,-0.075284,51.510468
1951,-0.075284,51.510468
1952,-0.20037,51.53642
1953,-0.075284,51.510468
1954,-0.1249,51.50759
1955,-0.075284,51.510468
1956,-0.075284,51.510468
1957,-0.075284,51.510468
1958,-0.18791,51.51459
1959,-0.075284,51.510468
1960,-0.075284,51.510468
1961,-0.20517,51.40311
1962,-0.18053,51.50219
1963,-0.18271,51.50201
1964,-0.11307,51.52732
1965,-0.18021,51.50007
1966,-0.18169,51.5143
1967,-0.18053,51.50038
1968,-0.18047,51.50209
1969,-0.18271,51.49992
1970,-0.17954,51.51557
1971,-0.081268,51.382854
1972,-0.23285,51.5138
1973,-0.05019,51.54463
1974,0.04336,51.57375
1975,0.04678,51.57416
1976,-0.02043,51.50857
1977,-0.429117,51.498299
1978,-0.29918,51.55492
1979,-0.11353,51.5227
1980,-0.123147,51.510532
1981,-0.02158,51.52788
1982,-0.1816,51.49691
1983,-0.30567,51.40139
1984,-0.30303,51.45619
1985,-0.19076,51.51315
1986,-0.3189,51.51358
1987,-0.11326,51.52095
1988,-0.19257,51.51259
1989,-0.19246,51.51331
1990,-0.19036,51.51276
1991,-0.19197,51.51482
1992,-0.19221,51.51444
1993,-0.19063,51.51486
1994,0.09406,51.50035
1995,-0.30799,51.41046
1996,-0.17031,51.49243
1997,-0.19443,51.53994
1998,-0.12071,51.52986
1999,-0.167176,51.492699
2000,-0.0497,51.48867
2001,-0.0571,51.51595
2002,-0.14438,51.54144
2003,-0.3369209259049032,51.42715254922332
2004,-0.02013,51.49689
2005,-0.123147,51.510532
2006,-0.14611,51.53952
2007,-0.19167,51.55889
2008,-0.1233,51.50725
2009,-0.13203,51.51078
2010,-0.13341,51.50917
2011,-0.13189,51.51046
2012,-0.13355,51.50923
2013,0.09435,51.60864
2014,-0.13758,51.53392
2015,-0.29534,51.56741
2016,-0.11851,51.51486
2017,-0.075284,51.510468
2018,-0.18511,51.47119
2019,-0.11665,51.51586
2020,-0.12074,51.52989
2021,-0.019,51.519
2022,-0.18056,51.51246
2023,0.06351,51.48024
2024,0.12613,51.50848
2025,-0.11658,51.51814
2026,-0.0744,51.5297
2027,-0.20073,51.41908
2028,-0.07408,51.53097
2029,-0.18512,51.51203
2030,-0.20125,51.51967
2031,-0.17925,51.51404
2032,-0.0706666245995529,51.506548231109214
2033,-0.14701,51.4737
2034,-0.14986,51.51428
2035,-0.18017,51.49037
2036,-0.01894,51.498
2037,-0.14378,51.52166
2038,-0.06968,51.5969
2039,-0.09346,51.52914
2040,-0.149907,51.514187
2041,-0.149907,51.514187
2042,-0.0283,51.58794
2043,-0.08056,51.54309
2044,-0.01995,51.49835
2045,-0.12193,51.52921
2046,-0.15075,51.51299
2047,-0.123147,51.510532
2048,0.07266,51.54972
2049,-0.31341,51.61783
2050,-0.03784,51.47684
2051,-0.171355,51.461212
2052,-0.08127,51.38285
2053,-0.18806,51.53287
2054,-0.16144,51.4981
2055,-0.18552,51.51235
2056,-0.14118,51.51751
2057,-0.17482,51.51606
2058,-0.0189,51.49843
2059,0.1619,51.5406
2060,-0.17695,51.49421
