,longitude,latitude
276,-0.04004,51.59557
277,-0.17531,51.41621
278,-0.31427,51.50572
279,-0.11581,51.47524
280,-0.0377,51.59404
281,-0.19828,51.49701
282,-0.11846,51.57691
283,-0.19329,51.51164
284,-0.10203,51.52254
285,-0.19759,51.49889
286,-0.0972,51.50139
287,-0.25154,51.5882
288,-0.25128,51.58798
289,-0.25328,51.58782
290,-0.0717,51.52081
291,-0.1732089966535568,51.47129440307617
292,-0.16311,51.51596
293,-0.1778,51.41486
294,-0.11631,51.56787
295,-0.13204,51.50859
296,-0.19486,51.51018
297,-0.19489,51.51014
298,-0.19486,51.51016
299,-0.19489,51.51017
300,-0.19486,51.51005
301,-0.08189,51.52563
302,-0.21357,51.47559
303,-0.08517,51.52137
304,-0.09773,51.54063
305,-0.09409,51.50357
306,-0.19498,51.51002
307,-0.19493,51.51002
308,-0.19489,51.51014
309,-0.19482,51.51009
310,-0.03427,51.58847
311,-0.19485,51.51002
312,-0.1948,51.5101
313,-0.1948,51.51016
314,-0.19484,51.51013
315,-0.19478,51.51006
316,-0.19972,51.60351
317,-0.1948,51.51016
318,-0.19482,51.51006
319,0.08642,51.54905
320,-0.09046,51.5015
321,-0.09106,51.50023
322,-0.19486,51.51014
323,-0.19484,51.51012
324,-0.12368,51.51138
325,-0.07069,51.51422
326,-0.19486,51.51014
327,-0.24153,51.49724
328,-0.14652,51.50644
329,-0.18442,51.51349
330,-0.20004,51.49003
331,-0.08821,51.52667
332,-0.0878,51.538
333,0.11997,51.54075
334,-0.0998,51.3822
335,-0.07074,51.51428
336,-0.11557,51.57046
337,-0.19902,51.47567
338,-0.18951,51.51651
339,-0.13769,51.54491
340,-0.19259,51.47725
341,-0.18292,51.54879
342,0.01969,51.46842
343,-0.09573,51.50149
344,-0.14462,51.48896
345,-0.0939,51.4865
346,-0.18834,51.49654
347,-0.10831,51.52181
348,-0.10723,51.52171
349,-0.1065,51.52351
350,-0.19628,51.49146
351,-0.18724,51.49361
352,-0.08018,51.52867
353,-0.19113,51.54721
354,-0.04899,51.53234
355,-0.108,51.51464
356,-0.18796,51.5021
357,-0.13156,51.51268
358,-0.11939,51.51359
359,-0.08376,51.51408
360,-0.08304,51.51579
361,-0.07809,51.52554
362,-0.13059,51.51358
363,0.11903,51.49108
364,-0.18498,51.48341
365,-0.16144,51.51865
366,-0.16857,51.51695
367,-0.16621,51.47117
368,-0.12482,51.50905
369,-0.11405,51.46223
370,-0.07458,51.52786
371,-0.16574,51.49325
372,-0.17129,51.59804
373,-0.21758,51.51256
374,-0.19501,51.50991
375,-0.09403,51.50371
376,-0.10723,51.55224
377,0.18456,51.57695
378,-0.08362,51.5161
379,-0.08144,51.51562
380,-0.17803,51.52679
381,-0.19722,51.48396
382,0.01517,51.50832
383,-0.08966,51.37685
384,-0.27495,51.50941
385,-0.14796,51.53996
386,-0.11939,51.51359
387,-0.123486,51.510113
388,-0.0743,51.52419
389,-0.09756,51.382
390,-0.09974,51.58179
391,-0.07169,51.52459
392,-0.10806,51.55276
393,-0.1877182975940393,51.45441035579757
394,-0.08194,51.64834
395,0.18458,51.57667
396,-0.08445,51.5234
397,0.18419,51.57499
398,0.18413,51.5763
399,0.18629,51.57452
400,-0.13096,51.42715
401,-0.11601,51.52034
402,-0.11183,51.51576
403,-0.16796,51.49219
404,-0.11939,51.51359
405,-0.27712,51.50937
406,-0.13109,51.51475
407,-0.11362,51.46126
408,-0.19452,51.49586
409,-0.16418,51.49119
410,-0.08077,51.52177
411,-0.11719,51.54051
412,-0.11719,51.54051
413,-0.12584,51.48052
414,-0.18242,51.54836
415,-0.09699,51.38345
416,-0.33784,51.57287
417,0.02093,51.55446
418,-0.33795,51.58012
419,-0.19212,51.47852
420,-0.33709,51.5713
421,-0.11719,51.54051
422,-0.2131,51.51896
423,-0.00686,51.48864
424,-0.11719,51.54051
425,-0.13727,51.50646
426,-0.19058,51.55147
427,-0.08052,51.52877
428,0.18406,51.57465
429,-0.33629,51.58003
430,-0.05951,51.52528
431,-0.18941,51.51441
432,-0.11634,51.53639
433,-0.09908,51.50018
434,-0.30331,51.48997
435,0.06618,51.4804
436,0.13645,51.46531
437,0.013,51.49717
438,-0.1669,51.46429
439,-0.18666,51.51341
440,-0.13852,51.49789
441,-0.1234,51.51011
442,0.01299,51.49672
443,-0.16301,51.47326
444,-0.33744,51.5802
445,-0.17097,51.5302
446,-0.16916,51.47802
447,-0.18086,51.49945
448,-0.20123,51.48028
449,-0.07905,51.52747
450,-0.1618611925730138,51.47465125624239
451,-0.16555,51.46156
452,-0.19705,51.524
453,-0.15676,51.48995
454,-0.17104,51.46134
455,-0.17116,51.46061
456,-0.17092,51.46169
457,-0.17083,51.46256
458,-0.1692,51.46086
459,-0.19302,51.50384
460,-0.17142,51.46112
461,-0.17083,51.46174
462,-0.27537,51.51042
463,-0.27469,51.51036
464,-0.13552,51.5137
465,0.04104,51.54697
466,-0.1334,51.51389
467,-0.1316,51.51499
468,-0.13191,51.51506
469,-0.132,51.51441
470,-0.12997,51.42915
471,-0.13401,51.5146
472,-0.13533,51.51447
473,-0.1339,51.5152
474,-0.13415,51.5133
475,-0.13334,51.51396
476,-0.13401,51.51537
477,-0.13419,51.5131
478,-0.14484,51.49219
479,0.1123,51.56403
480,-0.16297,51.49286
481,-0.24043,51.50214
482,-0.01495,51.47237
483,-0.18204,51.51301
484,-0.07926,51.52678
485,-0.19524,51.52291
486,-0.07915,51.5269
487,-0.07939,51.52672
488,-0.27974,51.4763
489,-0.19691,51.52301
490,-0.10644,51.56841
491,-0.1685,51.51728
492,-0.0861,51.47139
493,-0.3104,51.45481
494,-0.26846,51.4132
495,-0.21312,51.55782
496,-0.16666,51.51852
497,-0.08204,51.64866
498,-0.18337,51.4819
499,-0.321,51.51392
500,-0.19501,51.52391
501,-0.19726,51.52424
502,-0.07062,51.51421
503,0.01306,51.49684
504,-0.07069,51.51428
505,-0.07075,51.51429
506,-0.12784,51.51189
507,0.18486,51.57488
508,-0.27769,51.50982
509,0.00724,51.55005
510,0.02689,51.52276
511,-0.09897,51.58079
512,-0.01715,51.52109
513,-0.16789,51.49529
514,-0.2204,51.53303
515,-0.07383,51.55662
516,-0.00571,51.56497
517,-0.08178,51.38271
518,-0.00753,51.56325
519,-0.1713819964995381,51.49132788597775
520,-0.11805,51.51153
521,-0.18187,51.5262
522,-0.07196,51.52412
523,-0.0724,51.52465
524,-0.07212,51.52584
525,-0.21061,51.50427
526,-0.07234,51.52565
527,-0.07046,51.52418
528,-0.07027,51.5247
529,-0.07045,51.5239
530,-0.07177,51.52395
531,-0.11743,51.53705
532,0.06753,51.48091
533,-0.09215,51.53893
534,0.04634,51.59279
535,-0.11805,51.51153
536,-0.16735,51.45957
537,-0.13042,51.5117
538,-0.11719,51.54051
539,-0.19998,51.48326
540,-0.1932851,51.5116366
541,-0.1932851,51.5116366
542,0.06482,51.48074
543,-0.06234,51.49327
544,-0.08158,51.53369
545,-0.16641,51.49464
546,-0.12366,51.5158
547,-0.13935,51.52569
548,-0.19514,51.55547
549,-0.15513,51.49277
550,-0.18575,51.45614
551,-0.09985,51.38227
552,-0.14081,51.54353
553,-0.11042,51.48453
554,-0.08187,51.38266
555,-0.27788,51.51018
556,-0.10951,51.47878
557,0.16549,51.56526
558,-0.14555,51.53699
559,-0.04835,51.53529
560,-0.08238,51.52676
561,-0.09472,51.55667
562,-0.09779,51.38186
563,-0.1278,51.46986
564,-0.15755,51.54743
565,-0.04362,51.53687
566,-0.17035,51.48374
567,-0.17693,51.52512
568,-0.21312,51.55782
569,-0.25756,51.5007
570,-0.25605,51.50234
571,-0.25586,51.50089
572,-0.09967,51.50103
573,0.02387,51.53066
574,-0.07281,51.52501
575,-0.18016,51.49513
576,-0.17063,51.46072
577,-0.1702,51.46147
578,-0.18724,51.51271
579,-0.19563,51.48859
580,-0.33691,51.58019
581,-0.3368,51.58015
582,-0.19501,51.50991
583,-0.13302,51.49473
584,-0.08367,51.51541
585,-0.12299,51.50878
586,-0.17088,51.55613
587,0.00945,51.55068
588,-0.12299,51.50878
589,-0.29386,51.4652
590,-0.18577,51.48405
591,-0.151,51.51986
592,-0.1783,51.4865
593,-0.19375,51.503
594,-0.15612,51.50053
595,-0.17009,51.48565
596,-0.12265,51.5086
597,-0.13975,51.49052
598,-0.08828,51.47814
599,0.11922,51.49253
600,-0.28615,51.47319
601,-0.062063,51.492359
602,-0.01209,51.54967
603,-0.19674,51.50425
604,-0.12296,51.50877
605,-0.19693,51.48684
606,-0.18557,51.49292
607,-0.1703,51.47281
608,-0.10268,51.53005
609,-0.07259,51.51894
610,-0.07332,51.52434
611,-0.07503,51.52264
612,-0.07531,51.52312
613,-0.07298,51.52578
614,-0.07295,51.52582
615,-0.1774,51.48728
616,-0.08161,51.65024
617,-0.12503,51.48521
618,-0.07067,51.51709
619,-0.07034,51.51731
620,-0.07076,51.51919
621,-0.0738,51.52582
622,-0.20623,51.47069
623,-0.0516,51.5274
624,-0.18002,51.49217
625,-0.01349,51.54667
626,-0.12864,51.50782
627,-0.19171,51.51736
628,-0.04548,51.5426
629,-0.09506,51.53336
630,-0.0955261,51.5106474
631,-0.09387,51.47149
632,-0.0918,51.47053
633,0.01029,51.56486
634,-0.20581,51.47958
635,-0.07929,51.5271
636,-0.07728,51.5272
637,-0.22331,51.54358
638,-0.18821,51.49995
639,-0.15587,51.48967
640,-0.17296,51.61188
641,-0.1938,51.51053
642,-0.16199,51.48608
643,-0.08018,51.53034
644,-0.08162,51.52846
645,-0.20315,51.47851
646,-0.08205,51.52737
647,-0.11956,51.53869
648,-0.1925,51.47826
649,-0.07475,51.51871
650,-0.07521,51.5171
651,0.06437,51.48005
652,-0.17101,51.46154
653,-0.1849,51.49339
654,-0.25632,51.50016
655,-0.21066,51.45708
656,-0.1563688992096553,51.51372293224761
657,-0.25772,51.50075
658,-0.16535,51.46014
659,-0.167394,51.47414
660,-0.12377,51.51034
661,-0.1968,51.49681
662,-0.06261,51.49311
663,-0.09981,51.38097
664,-0.19587,51.47837
665,-0.21129,51.47238
666,-0.19577,51.47848
667,-0.14101,51.50974
668,-0.13251,51.51896
669,-0.10125,51.5231
670,-0.11666,51.52978
671,-0.1407,51.50936
672,-0.14098,51.50777
673,-0.25708,51.50034
674,-0.07431,51.52433
675,-0.14261,51.50779
676,-0.25726,51.50063
677,-0.12157,51.53064
678,-0.14204,51.48911
679,-0.18684,51.49443
680,-0.03008,51.52863
681,-0.06897,51.58552
682,-0.1128,51.49259
683,-0.17156,51.46177
684,-0.16897,51.46187
685,-0.11497,51.46181
686,-0.09452,51.55811
687,-0.0998,51.3818
688,-0.13805,51.54295
689,-0.09777,51.381
690,-0.161,51.51831
691,-0.19415,51.49374
692,-0.16202,51.52045
693,-0.15087,51.51736
694,-0.07228,51.514
695,-0.20004,51.49563
696,-0.09974,51.381
697,-0.18908,51.49241
698,-0.02105,51.4986
699,-0.16754,51.48942
700,0.22544,51.5967
701,-0.08059,51.64834
702,-0.19373,51.49382
703,-0.16128,51.5185
704,-0.21709,51.55569
705,-0.10814,51.52952
706,-0.17722,51.48261
707,-0.18326,51.48268
708,-0.28532,51.47368
709,-0.01498,51.54868
710,-0.08187,51.38266
711,-0.17068,51.5562
712,-0.1077,51.4408
713,-0.16464,51.5155
714,-0.12417,51.50914
715,-0.17162,51.46064
716,-0.21892,51.61183
717,-0.19366,51.4938
718,-0.11729,51.53001
719,-0.11593,51.53666
720,-0.07248,51.51956
721,-0.16352,51.4635
722,-0.07214,51.51768
723,-0.07077,51.51779
724,-0.08187,51.65011
725,-0.07082,51.51809
726,-0.07121,51.5176
727,-0.10647,51.51539
728,-0.21301,51.55785
729,-0.21737,51.55436
730,-0.10948,51.49557
731,-0.13771,51.54312
732,-0.07339,51.52256
733,-0.07318,51.5227
734,-0.07274,51.51914
735,-0.07471,51.52438
736,-0.07386,51.52492
737,-0.07378,51.52385
738,-0.13151,51.54677
739,-0.07946,51.52596
740,-0.07737,51.52615
741,-0.21329,51.43127
742,-0.07789,51.52769
743,-0.07902,51.52767
744,-0.07932,51.52704
745,-0.07948,51.5256
746,-0.0793,51.52603
747,-0.11594,51.55022
748,-0.19363,51.51737
749,-0.18225,51.48027
750,-0.1068,51.4794
751,-0.21299,51.46493
752,0.04596,51.57441
753,0.04705,51.57444
754,-0.21831,51.46681
755,-0.21157,51.50619
756,-0.29192,51.48767
757,-0.22612,51.58056
758,-0.19359,51.49785
759,-0.1378,51.48789
760,-0.22079,51.61213
761,-0.12388,51.50787
762,0.0124,51.49749
763,-0.13953,51.49214
764,-0.04551,51.53503
765,-0.18924,51.50093
766,-0.06662,51.51381
767,-0.06983,51.51358
768,-0.01954,51.49689
769,-0.13592,51.51469
770,-0.13616,51.5143
771,-0.13775,51.51604
772,-0.13976,51.54221
773,-0.1937,51.49373
774,-0.13757,51.51498
775,-0.16312,51.51841
776,-0.13942,51.52245
777,0.16628,51.56409
778,-0.18022,51.48372
779,-0.15774,51.51837
780,-0.15771,51.51791
781,-0.44806,51.53033
782,-0.11396,51.55039
783,-0.06189,51.49237
784,-0.18785,51.49442
785,-0.13808,51.54303
786,-0.18613,51.49355
787,-0.02536,51.49098
788,-0.03278,51.58712
789,0.03227,51.48558
790,0.01057,51.58473
791,-0.16543,51.49125
792,-0.1377,51.52452
793,-0.13944,51.52315
794,-0.15771,51.51791
795,-0.06882,51.51161
796,-0.12562,51.52622
797,-0.17495,51.49289
798,-0.12208,51.50963
799,-0.1315261071713492,51.51192980799193
800,-0.12241,51.48403
801,-0.19397,51.51878
802,-0.19329,51.51164
803,-0.16651,51.52484
804,-0.1271,51.51219
805,-0.16425,51.49332
806,-0.14268,51.53619
807,0.00078,51.55851
808,0.15797,51.55384
809,-0.193467,51.504681
810,-0.16039,51.51427
811,-0.20833,51.52046
812,-0.31376,51.50411
813,-0.06127,51.49141
814,-0.11926,51.53075
815,-0.15774,51.51805
816,-0.10826,51.5536
817,-0.27795,51.50969
818,-0.31491,51.50952
819,-0.08405,51.52413
820,-0.17088,51.54734
821,0.01397,51.49527
822,0.06696,51.48501
823,-0.2072,51.48718
824,-0.19515,51.51815
825,0.01411,51.49571
826,0.01209,51.49632
827,-0.14203,51.51259
828,0.23174,51.6024
829,-0.144,51.5124
830,-0.07816,51.53844
831,-0.187,51.4947
832,-0.16653,51.52281
833,-0.07517,51.51904
834,-0.18087,51.49253
835,-0.11114,51.52354
836,-0.11114,51.52354
837,-0.11114,51.52354
838,-0.11114,51.52354
839,-0.11114,51.52354
840,-0.14884,51.52214
841,-0.18458,51.49333
842,-0.07792,51.52455
843,-0.18582,51.49272
844,-0.18672,51.49347
845,-0.18564,51.49342
846,-0.16819,51.52112
847,-0.07491,51.51886
848,-0.0764,51.51933
849,-0.18835,51.49463
850,-0.18074,51.49262
851,-0.14387,51.51307
852,-0.19808,51.51142
853,-0.01097,51.55887
854,-0.06146,51.49235
855,-0.08156,51.52592
856,-0.18832,51.49476
857,-0.11139,51.51832
858,-0.07184,51.51581
859,-0.15108,51.51764
860,-0.14952,51.51832
861,-0.14975,51.51846
862,-0.14887,51.51661
863,-0.01889,51.50024
864,-0.06587,51.64545
865,-0.17984,51.51115
866,-0.07207,51.51011
867,-0.10956,51.52071
868,-0.14905,51.51706
869,-0.10618,51.51388
870,-0.11624,51.52012
871,-0.15023,51.51824
872,-0.15029,51.51634
873,-0.18181,51.51136
874,-0.1015,51.51976
875,-0.20032,51.48095
876,-0.22487,51.56551
877,-0.18257,51.48995
878,-0.19533,51.55758
879,-0.123022,51.520611
880,-0.17973,51.51096
881,-0.1797,51.51254
882,-0.43878,51.56861
883,-0.14655,51.50741
884,-0.18035,51.51102
885,-0.46463,51.51798
886,-0.46289,51.51836
887,-0.17353,51.51611
888,-0.20854,51.52089
889,0.07991,51.49358
890,-0.13888,51.51505
891,-0.14044,51.49088
892,-0.19215,51.51747
893,-0.20825,51.48807
894,-0.46313,51.51688
895,-0.22184,51.50607
896,-0.19753,51.51157
897,-0.23497,51.53062
898,-0.14501,51.53458
899,-0.16327,51.52436
900,-0.16426,51.44733
901,-0.13631,51.54266
902,0.11177,51.50232
903,-0.12888,51.42872
904,-0.10433,51.464
905,-0.10496,51.46464
906,-0.10281,51.46451
907,-0.20991,51.4898
908,-0.00697,51.54855
909,-0.17782,51.48685
910,-0.20825,51.52048
911,-0.08231,51.51837
912,-0.08227,51.5199
913,-0.07055,51.51888
914,-0.07048,51.51952
915,-0.07068,51.51923
916,-0.15863,51.51981
917,-0.161028501737699,51.52147753609245
918,-0.18151,51.51531
919,-0.062063,51.492359
920,-0.17303,51.61222
921,-0.07322,51.56033
922,-0.02173,51.44251
923,-0.1414,51.51581
924,-0.06919,51.52449
925,-0.07776,51.5273
926,-0.07949,51.52742
927,-0.07731,51.52719
928,-0.07442,51.52563
929,-0.08097,51.53013
930,-0.07881,51.52563
931,0.01277,51.49789
932,-0.09273,51.47843
933,-0.15771,51.51791
934,-0.13975,51.51626
935,-0.13846,51.51733
936,-0.18445,51.51239
937,-0.06946,51.5284
938,-0.15137,51.52266
939,-0.21724,51.50127
940,-0.17828,51.5136
941,-0.201,51.54103
942,-0.07948,51.5238
943,-0.1985,51.48505
944,-0.12325,51.48537
945,0.18383,51.57514
946,0.01195,51.49751
947,-0.19652,51.49409
948,-0.18885,51.48116
949,0.18568,51.57638
950,0.18471,51.57466
951,-0.11169,51.51538
952,-0.13515,51.51557
953,-0.13368,51.51527
954,-0.17118,51.55776
955,-0.06021,51.48682
956,-0.13343,51.51543
957,-0.13558,51.51331
958,-0.13556,51.51539
959,-0.102,51.48769
960,-0.1576,51.5179
961,0.00303,51.48489
962,-0.09862,51.49981
963,-0.1231,51.52589
964,-0.14064,51.51829
965,-0.12608,51.51062
966,-0.1261,51.51089
967,-0.11875,51.51902
968,-0.07209,51.56062
969,-0.19905,51.51367
970,-0.15649,51.51515
971,-0.15993,51.51504
972,-0.21215,51.4893
973,-0.30333,51.48549
974,-0.06113,51.49198
975,-0.14755,51.50622
976,-0.06355,51.53717
977,-0.16024,51.52345
978,-0.06493,51.51545
979,-0.16029,51.52351
980,0.07966,51.4945
981,-0.14726,51.50503
982,-0.2775,51.56654
983,-0.20229,51.56557
984,-0.16233,51.50028
985,-0.03584,51.44348
986,-0.1392,51.52282
987,-0.10801,51.55285
988,-0.18856,51.49446
989,-0.26584,51.5222
990,-0.14038,51.51747
991,-0.21925,51.50097
992,-0.09921,51.53106
993,-0.0785,51.52452
994,-0.16166,51.49071
995,-0.1491639807864354,51.52021809624543
996,-0.11812,51.52017
997,-0.22025,51.4776
998,-0.28035,51.47484
999,-0.08163,51.5232
1000,0.23129,51.60171
1001,-0.18822,51.49421
1002,-0.16386,51.49107
1003,-0.082967,51.382664
1004,0.00216,51.48465
1005,-0.19565,51.47844
1006,-0.11231,51.51194
1007,-0.01186,51.55864
1008,-0.1122,51.51387
1009,-0.07152,51.50753
1010,-0.19243,51.49493
1011,-0.1388,51.52096
1012,-0.19385,51.49402
1013,-0.13276,51.46769
1014,-0.16377,51.49313
1015,-0.12612,51.51346
1016,-0.07051,51.52301
1017,-0.13119,51.50954
1018,-0.13067,51.50967
1019,-0.08782,51.52451
1020,-0.13075,51.51023
1021,-0.38235,51.44798
1022,-0.1171,51.54258
1023,-0.14973,51.50141
1024,-0.10801,51.55285
1025,-0.19519,51.51017
1026,-0.12719,51.49792
1027,-0.1275,51.49804
1028,-0.12914,51.49733
1029,-0.1988,51.49161
1030,-0.11424,51.46054
1031,-0.12857,51.49615
1032,-0.11867,51.54317
1033,-0.12751,51.49585
1034,-0.13693,51.51234
1035,-0.1291,51.4981
1036,-0.12801,51.49585
1037,-0.12864,51.49822
1038,-0.13206,51.51382
1039,-0.12882,51.49614
1040,-0.1033,51.52414
1041,-0.12916,51.49608
1042,-0.12716,51.4981
1043,-0.12929,51.49785
1044,-0.12745,51.49636
1045,-0.12713,51.49631
1046,-0.12712,51.498
1047,-0.12853,51.49595
1048,-0.06858,51.51713
1049,-0.12803,51.49593
1050,-0.1291992015033446,51.49780738986576
1051,-0.12796,51.49795
1052,-0.12939,51.49599
1053,0.00764,51.53047
1054,-0.29461,51.48959
1055,-0.12761,51.49611
1056,-0.1275,51.49817
1057,-0.16674,51.50052
1058,-0.1903837447587348,51.51563967326062
1059,-0.07655,51.52489
1060,0.0296,51.54546
1061,-0.14126,51.51976
1062,-0.13953,51.51787
1063,-0.2132,51.49804
1064,-0.16401,51.49467
1065,-0.10586,51.55695
1066,-0.19226,51.50266
1067,-0.13013,51.51549
1068,0.0142,51.49647
